{6.18084, 19.653147, 0.0}
{3.031903, 19.768483, 0.0}
{0.818819, 18.749273, 0.0}
{-0.028029, 16.320737, 0.0}
{0.80268, 13.550689, 0.0}
{2.232739, 10.74826, 0.0}
{2.920902, 7.832589, 0.0}
{2.400374, 4.580591, 0.0}
{1.613135, 1.588778, 0.0}
{2.820243, 0.30205, 0.0}
{6.18084, 19.653147, 0.0}
{4.188786, 19.808737, 0.0}
{2.745627, 18.866604, 0.0}
{2.01049, 16.327887, 0.0}
{2.643463, 13.426457, 0.0}
{3.916721, 10.581299, 0.0}
{4.569747, 7.626583, 0.0}
{4.129003, 4.392255, 0.0}
{3.306991, 1.478572, 0.0}
{3.901804, 0.254858, 0.0}
{6.18084, 19.653147, 0.0}
{5.345669, 19.848991, 0.0}
{4.672435, 18.983936, 0.0}
{4.049008, 16.335038, 0.0}
{4.484246, 13.302224, 0.0}
{5.600703, 10.414337, 0.0}
{6.218592, 7.420577, 0.0}
{5.857632, 4.203918, 0.0}
{5.000847, 1.368365, 0.0}
{4.983365, 0.207667, 0.0}
{6.18084, 19.653147, 0.0}
{6.502551, 19.889246, 0.0}
{6.599243, 19.101268, 0.0}
{6.087526, 16.342188, 0.0}
{6.325029, 13.177991, 0.0}
{7.284685, 10.247375, 0.0}
{7.867437, 7.214571, 0.0}
{7.586261, 4.015581, 0.0}
{6.694703, 1.258158, 0.0}
{6.064926, 0.160475, 0.0}
{6.18084, 19.653147, 0.0}
{7.659434, 19.9295, 0.0}
{8.526051, 19.2186, 0.0}
{8.126044, 16.349339, 0.0}
{8.165812, 13.053759, 0.0}
{8.968667, 10.080413, 0.0}
{9.516282, 7.008565, 0.0}
{9.314889, 3.827245, 0.0}
{8.388559, 1.147951, 0.0}
{7.146487, 0.113284, 0.0}
{6.18084, 19.653147, 0.0}
{8.816317, 19.969754, 0.0}
{10.452859, 19.335932, 0.0}
{10.164562, 16.356489, 0.0}
{10.006595, 12.929526, 0.0}
{10.652649, 9.913452, 0.0}
{11.165127, 6.802559, 0.0}
{11.043518, 3.638908, 0.0}
{10.082414, 1.037744, 0.0}
{8.228048, 0.066092, 0.0}
{6.18084, 19.653147, 0.0}
{4.188786, 19.808737, 0.0}
{2.745627, 18.866604, 0.0}
{2.01049, 16.327887, 0.0}
{2.643463, 13.426457, 0.0}
{3.916721, 10.581299, 0.0}
{4.569747, 7.626583, 0.0}
{4.129003, 4.392255, 0.0}
{3.306991, 1.478572, 0.0}
{3.901804, 0.254858, 0.0}
{6.18084, 19.653147, 0.0}
{5.345669, 19.848991, 0.0}
{4.672435, 18.983936, 0.0}
{4.049008, 16.335038, 0.0}
{4.484246, 13.302224, 0.0}
{5.600703, 10.414337, 0.0}
{6.218592, 7.420577, 0.0}
{5.857632, 4.203918, 0.0}
{5.000847, 1.368365, 0.0}
{4.983365, 0.207667, 0.0}
{6.18084, 19.653147, 0.0}
{6.502551, 19.889246, 0.0}
{6.599243, 19.101268, 0.0}
{6.087526, 16.342188, 0.0}
{6.325029, 13.177991, 0.0}
{7.284685, 10.247375, 0.0}
{7.867437, 7.214571, 0.0}
{7.586261, 4.015581, 0.0}
{6.694703, 1.258158, 0.0}
{6.064926, 0.160475, 0.0}
{6.18084, 19.653147, 0.0}
{7.659434, 19.9295, 0.0}
{8.526051, 19.2186, 0.0}
{8.126044, 16.349339, 0.0}
{8.165812, 13.053759, 0.0}
{8.968667, 10.080413, 0.0}
{9.516282, 7.008565, 0.0}
{9.314889, 3.827245, 0.0}
{8.388559, 1.147951, 0.0}
{7.146487, 0.113284, 0.0}
{6.18084, 19.653147, 0.0}
